Token('STRUCT', 'struct', line=1, col=1)
Token('INC', '++', line=2844, col=16)
Token('SEMI', ';', line=2844, col=18)
Token('RBRACE', '}', line=2845, col=5)
Token('IF', 'if', line=2847, col=5)
Token('LPAREN', '(', line=2847, col=8)
Token('ID', 'x', line=2847, col=9)
Token('EQ', '==', line=2847, col=11)
Token('ID', 'y', line=2847, col=14)
Token('OR', '||', line=2847, col=16)
Token('ID', 'x', line=2847, col=19)
Token('NEQ', '!=', line=2847, col=21)
Token('INT_LIT', '0', line=2847, col=24)
Token('RPAREN', ')', line=2847, col=25)
Token('LBRACE', '{', line=2847, col=27)
Token('ID', 'x', line=2848, col=9)
Token('PLUS_ASSIGN', '+=', line=2848, col=11)
Token('INT_LIT', '10', line=2848, col=14)
Token('SEMI', ';', line=2848, col=16)
Token('ID', 'y', line=2849, col=9)
Token('MINUS_ASSIGN', '-=', line=2849, col=11)
Token('INT_LIT', '5', line=2849, col=14)
Token('SEMI', ';', line=2849, col=15)
Token('RBRACE', '}', line=2850, col=5)
Token('ELSE', 'else', line=2850, col=7)
Token('LBRACE', '{', line=2850, col=12)
Token('ID', 'x', line=2851, col=9)
Token('TIMES_ASSIGN', '*=', line=2851, col=11)
Token('INT_LIT', '2', line=2851, col=14)
Token('SEMI', ';', line=2851, col=15)
Token('ID', 'y', line=2852, col=9)
Token('DIV_ASSIGN', '/=', line=2852, col=11)
Token('INT_LIT', '3', line=2852, col=14)
Token('SEMI', ';', line=2852, col=15)
Token('RBRACE', '}', line=2853, col=5)
Token('WHILE', 'while', line=2855, col=5)
Token('LPAREN', '(', line=2855, col=11)
Token('ID', 'y', line=2855, col=12)
Token('GT', '>', line=2855, col=14)
Token('INT_LIT', '0', line=2855, col=16)
Token('AND', '&&', line=2855, col=18)
Token('ID', 'x', line=2855, col=21)
Token('LT', '<', line=2855, col=23)
Token('INT_LIT', '100', line=2855, col=25)
Token('RPAREN', ')', line=2855, col=28)
Token('LBRACE', '{', line=2855, col=30)
Token('ID', 'y', line=2856, col=9)
Token('DEC', '--', line=2856, col=10)
Token('SEMI', ';', line=2856, col=12)
Token('ID', 'x', line=2857, col=9)
Token('INC', '++', line=2857, col=10)
Token('SEMI', ';', line=2857, col=12)
Token('IF', 'if', line=2858, col=9)
Token('LPAREN', '(', line=2858, col=12)
Token('ID', 'y', line=2858, col=13)
Token('MOD', '%', line=2858, col=15)
Token('INT_LIT', '2', line=2858, col=17)
Token('EQ', '==', line=2858, col=19)
Token('INT_LIT', '0', line=2858, col=22)
Token('RPAREN', ')', line=2858, col=23)
Token('LBRACE', '{', line=2858, col=25)
Token('CONTINUE', 'continue', line=2859, col=13)
Token('SEMI', ';', line=2859, col=21)
Token('RBRACE', '}', line=2860, col=9)
Token('IF', 'if', line=2861, col=9)
Token('LPAREN', '(', line=2861, col=12)
Token('ID', 'x', line=2861, col=13)
Token('GT', '>', line=2861, col=15)
Token('INT_LIT', '50', line=2861, col=17)
Token('RPAREN', ')', line=2861, col=19)
Token('LBRACE', '{', line=2861, col=21)
Token('BREAK', 'break', line=2862, col=13)
Token('SEMI', ';', line=2862, col=18)
Token('RBRACE', '}', line=2863, col=9)
Token('RBRACE', '}', line=2864, col=5)
Token('T_INT', 'int', line=2866, col=5)
Token('ID', 'result', line=2866, col=9)
Token('ASSIGN', '=', line=2866, col=16)
Token('ID', 'factorial', line=2866, col=18)
Token('LPAREN', '(', line=2866, col=27)
Token('INT_LIT', '5', line=2866, col=28)
Token('RPAREN', ')', line=2866, col=29)
Token('SEMI', ';', line=2866, col=30)
Token('ID', 'Point', line=2867, col=5)
Token('ID', 'p', line=2867, col=11)
Token('SEMI', ';', line=2867, col=12)
Token('ID', 'p', line=2868, col=5)
Token('DOT', '.', line=2868, col=6)
Token('ID', 'x', line=2868, col=7)
Token('ASSIGN', '=', line=2868, col=9)
Token('ID', 'result', line=2868, col=11)
Token('SEMI', ';', line=2868, col=17)
Token('ID', 'p', line=2869, col=5)
Token('DOT', '.', line=2869, col=6)
Token('ID', 'y', line=2869, col=7)
Token('ASSIGN', '=', line=2869, col=9)
Token('ID', 'counter', line=2869, col=11)
Token('SEMI', ';', line=2869, col=18)
Token('ID', 'bool', line=2871, col=5)
Token('ID', 'flag', line=2871, col=10)
Token('ASSIGN', '=', line=2871, col=15)
Token('TRUE', 'true', line=2871, col=17)
Token('SEMI', ';', line=2871, col=21)
Token('IF', 'if', line=2872, col=5)
Token('LPAREN', '(', line=2872, col=8)
Token('NOT', '!', line=2872, col=9)
Token('ID', 'flag', line=2872, col=10)
Token('OR', '||', line=2872, col=15)
Token('ID', 'result', line=2872, col=18)
Token('EQ', '==', line=2872, col=25)
Token('NULL_KW', 'null', line=2872, col=28)
Token('RPAREN', ')', line=2872, col=32)
Token('LBRACE', '{', line=2872, col=34)
Token('RETURN', 'return', line=2873, col=9)
Token('INT_LIT', '0', line=2873, col=16)
Token('SEMI', ';', line=2873, col=17)
Token('RBRACE', '}', line=2874, col=5)
Token('T_INT', 'int', line=2876, col=5)
Token('ID', 'shifted', line=2876, col=9)
Token('ASSIGN', '=', line=2876, col=17)
Token('ID', 'x', line=2876, col=19)
Token('LSHIFT', '<<', line=2876, col=21)
Token('INT_LIT', '2', line=2876, col=24)
Token('SEMI', ';', line=2876, col=25)
Token('ID', 'shifted', line=2877, col=5)
Token('ASSIGN', '=', line=2877, col=13)
Token('ID', 'shifted', line=2877, col=15)
Token('RSHIFT', '>>', line=2877, col=23)
Token('INT_LIT', '1', line=2877, col=26)
Token('SEMI', ';', line=2877, col=27)
Token('RETURN', 'return', line=2879, col=5)
Token('ID', 'result', line=2879, col=12)
Token('SEMI', ';', line=2879, col=18)
Token('RBRACE', '}', line=2880, col=1)
Token('STRUCT', 'struct', line=2882, col=1)
Token('ID', 'Point', line=2882, col=8)
Token('LBRACE', '{', line=2882, col=14)
Token('T_INT', 'int', line=2883, col=5)
Token('ID', 'x', line=2883, col=9)
Token('SEMI', ';', line=2883, col=10)
Token('T_INT', 'int', line=2884, col=5)
Token('ID', 'y', line=2884, col=9)
Token('SEMI', ';', line=2884, col=10)
Token('RBRACE', '}', line=2885, col=1)
Token('SEMI', ';', line=2885, col=2)
Token('CONST', 'const', line=2887, col=1)
Token('T_FLOAT', 'float', line=2887, col=7)
Token('ID', 'PI', line=2887, col=13)
Token('ASSIGN', '=', line=2887, col=16)
Token('FLOAT_LIT', '3.14', line=2887, col=18)
Token('SEMI', ';', line=2887, col=22)
Token('T_INT', 'int', line=2888, col=1)
Token('ID', 'counter', line=2888, col=5)
Token('ASSIGN', '=', line=2888, col=13)
Token('INT_LIT', '0', line=2888, col=15)
Token('SEMI', ';', line=2888, col=16)
Token('T_INT', 'int', line=2889, col=1)
Token('ID', 'arr', line=2889, col=5)
Token('LBRACKET', '[', line=2889, col=8)
Token('INT_LIT', '10', line=2889, col=9)
Token('RBRACKET', ']', line=2889, col=11)
Token('SEMI', ';', line=2889, col=12)
Token('T_VOID', 'void', line=2891, col=1)
Token('ID', 'swap', line=2891, col=6)
Token('LPAREN', '(', line=2891, col=10)
Token('T_INT', 'int', line=2891, col=11)
Token('ID', 'a', line=2891, col=15)
Token('COMMA', ',', line=2891, col=16)
Token('T_INT', 'int', line=2891, col=18)
Token('ID', 'b', line=2891, col=22)
Token('RPAREN', ')', line=2891, col=23)
Token('LBRACE', '{', line=2891, col=25)
Token('T_INT', 'int', line=2892, col=5)
Token('ID', 'temp', line=2892, col=9)
Token('ASSIGN', '=', line=2892, col=14)
Token('ID', 'a', line=2892, col=16)
Token('SEMI', ';', line=2892, col=17)
Token('ID', 'a', line=2893, col=5)
Token('ASSIGN', '=', line=2893, col=7)
Token('ID', 'b', line=2893, col=9)
Token('SEMI', ';', line=2893, col=10)
Token('ID', 'b', line=2894, col=5)
Token('ASSIGN', '=', line=2894, col=7)
Token('ID', 'temp', line=2894, col=9)
Token('SEMI', ';', line=2894, col=13)
Token('RBRACE', '}', line=2895, col=1)
Token('T_INT', 'int', line=2897, col=1)
Token('ID', 'factorial', line=2897, col=5)
Token('LPAREN', '(', line=2897, col=14)
Token('T_INT', 'int', line=2897, col=15)
Token('ID', 'n', line=2897, col=19)
Token('RPAREN', ')', line=2897, col=20)
Token('LBRACE', '{', line=2897, col=22)
Token('IF', 'if', line=2898, col=5)
Token('LPAREN', '(', line=2898, col=8)
Token('ID', 'n', line=2898, col=9)
Token('LEQ', '<=', line=2898, col=11)
Token('INT_LIT', '1', line=2898, col=14)
Token('RPAREN', ')', line=2898, col=15)
Token('LBRACE', '{', line=2898, col=17)
Token('RETURN', 'return', line=2899, col=9)
Token('INT_LIT', '1', line=2899, col=16)
Token('SEMI', ';', line=2899, col=17)
Token('RBRACE', '}', line=2900, col=5)
Token('RETURN', 'return', line=2901, col=5)
Token('ID', 'n', line=2901, col=12)
Token('TIMES', '*', line=2901, col=14)
Token('ID', 'factorial', line=2901, col=16)
Token('LPAREN', '(', line=2901, col=25)
Token('ID', 'n', line=2901, col=26)
Token('MINUS', '-', line=2901, col=28)
Token('INT_LIT', '1', line=2901, col=30)
Token('RPAREN', ')', line=2901, col=31)
Token('SEMI', ';', line=2901, col=32)
Token('RBRACE', '}', line=2902, col=1)
Token('T_INT', 'int', line=2904, col=1)
Token('ID', 'main', line=2904, col=5)
Token('LPAREN', '(', line=2904, col=9)
Token('RPAREN', ')', line=2904, col=10)
Token('LBRACE', '{', line=2904, col=12)
Token('T_INT', 'int', line=2905, col=5)
Token('ID', 'x', line=2905, col=9)
Token('ASSIGN', '=', line=2905, col=11)
Token('HEX_LIT', '0xFF', line=2905, col=13)
Token('SEMI', ';', line=2905, col=17)
Token('T_INT', 'int', line=2906, col=5)
Token('ID', 'y', line=2906, col=9)
Token('ASSIGN', '=', line=2906, col=11)
Token('INT_LIT', '42', line=2906, col=13)
Token('SEMI', ';', line=2906, col=15)
Token('T_FLOAT', 'float', line=2907, col=5)
Token('ID', 'z', line=2907, col=11)
Token('ASSIGN', '=', line=2907, col=13)
Token('FLOAT_LIT', '1.5', line=2907, col=15)
Token('SEMI', ';', line=2907, col=18)
Token('FOR', 'for', line=2909, col=5)
Token('LPAREN', '(', line=2909, col=9)
Token('T_INT', 'int', line=2909, col=10)
Token('ID', 'i', line=2909, col=14)
Token('ASSIGN', '=', line=2909, col=16)
Token('INT_LIT', '0', line=2909, col=18)
Token('SEMI', ';', line=2909, col=19)
Token('ID', 'i', line=2909, col=21)
Token('LT', '<', line=2909, col=23)
Token('INT_LIT', '10', line=2909, col=25)
Token('SEMI', ';', line=2909, col=27)
Token('ID', 'i', line=2909, col=29)
Token('INC', '++', line=2909, col=30)
Token('RPAREN', ')', line=2909, col=32)
Token('LBRACE', '{', line=2909, col=34)
Token('ID', 'arr', line=2910, col=9)
Token('LBRACKET', '[', line=2910, col=12)
Token('ID', 'i', line=2910, col=13)
Token('RBRACKET', ']', line=2910, col=14)
Token('ASSIGN', '=', line=2910, col=16)
Token('ID', 'i', line=2910, col=18)
Token('TIMES', '*', line=2910, col=20)
Token('INT_LIT', '2', line=2910, col=22)
Token('SEMI', ';', line=2910, col=23)
Token('ID', 'counter', line=2911, col=9)
Token('INC', '++', line=2911, col=16)
Token('SEMI', ';', line=2911, col=18)
Token('RBRACE', '}', line=2912, col=5)
Token('IF', 'if', line=2914, col=5)
Token('LPAREN', '(', line=2914, col=8)
Token('ID', 'x', line=2914, col=9)
Token('EQ', '==', line=2914, col=11)
Token('ID', 'y', line=2914, col=14)
Token('OR', '||', line=2914, col=16)
Token('ID', 'x', line=2914, col=19)
Token('NEQ', '!=', line=2914, col=21)
Token('INT_LIT', '0', line=2914, col=24)
Token('RPAREN', ')', line=2914, col=25)
Token('LBRACE', '{', line=2914, col=27)
Token('ID', 'x', line=2915, col=9)
Token('PLUS_ASSIGN', '+=', line=2915, col=11)
Token('INT_LIT', '10', line=2915, col=14)
Token('SEMI', ';', line=2915, col=16)
Token('ID', 'y', line=2916, col=9)
Token('MINUS_ASSIGN', '-=', line=2916, col=11)
Token('INT_LIT', '5', line=2916, col=14)
Token('SEMI', ';', line=2916, col=15)
Token('RBRACE', '}', line=2917, col=5)
Token('ELSE', 'else', line=2917, col=7)
Token('LBRACE', '{', line=2917, col=12)
Token('ID', 'x', line=2918, col=9)
Token('TIMES_ASSIGN', '*=', line=2918, col=11)
Token('INT_LIT', '2', line=2918, col=14)
Token('SEMI', ';', line=2918, col=15)
Token('ID', 'y', line=2919, col=9)
Token('DIV_ASSIGN', '/=', line=2919, col=11)
Token('INT_LIT', '3', line=2919, col=14)
Token('SEMI', ';', line=2919, col=15)
Token('RBRACE', '}', line=2920, col=5)
Token('WHILE', 'while', line=2922, col=5)
Token('LPAREN', '(', line=2922, col=11)
Token('ID', 'y', line=2922, col=12)
Token('GT', '>', line=2922, col=14)
Token('INT_LIT', '0', line=2922, col=16)
Token('AND', '&&', line=2922, col=18)
Token('ID', 'x', line=2922, col=21)
Token('LT', '<', line=2922, col=23)
Token('INT_LIT', '100', line=2922, col=25)
Token('RPAREN', ')', line=2922, col=28)
Token('LBRACE', '{', line=2922, col=30)
Token('ID', 'y', line=2923, col=9)
Token('DEC', '--', line=2923, col=10)
Token('SEMI', ';', line=2923, col=12)
Token('ID', 'x', line=2924, col=9)
Token('INC', '++', line=2924, col=10)
Token('SEMI', ';', line=2924, col=12)
Token('IF', 'if', line=2925, col=9)
Token('LPAREN', '(', line=2925, col=12)
Token('ID', 'y', line=2925, col=13)
Token('MOD', '%', line=2925, col=15)
Token('INT_LIT', '2', line=2925, col=17)
Token('EQ', '==', line=2925, col=19)
Token('INT_LIT', '0', line=2925, col=22)
Token('RPAREN', ')', line=2925, col=23)
Token('LBRACE', '{', line=2925, col=25)
Token('CONTINUE', 'continue', line=2926, col=13)
Token('SEMI', ';', line=2926, col=21)
Token('RBRACE', '}', line=2927, col=9)
Token('IF', 'if', line=2928, col=9)
Token('LPAREN', '(', line=2928, col=12)
Token('ID', 'x', line=2928, col=13)
Token('GT', '>', line=2928, col=15)
Token('INT_LIT', '50', line=2928, col=17)
Token('RPAREN', ')', line=2928, col=19)
Token('LBRACE', '{', line=2928, col=21)
Token('BREAK', 'break', line=2929, col=13)
Token('SEMI', ';', line=2929, col=18)
Token('RBRACE', '}', line=2930, col=9)
Token('RBRACE', '}', line=2931, col=5)
Token('T_INT', 'int', line=2933, col=5)
Token('ID', 'result', line=2933, col=9)
Token('ASSIGN', '=', line=2933, col=16)
Token('ID', 'factorial', line=2933, col=18)
Token('LPAREN', '(', line=2933, col=27)
Token('INT_LIT', '5', line=2933, col=28)
Token('RPAREN', ')', line=2933, col=29)
Token('SEMI', ';', line=2933, col=30)
Token('ID', 'Point', line=2934, col=5)
Token('ID', 'p', line=2934, col=11)
Token('SEMI', ';', line=2934, col=12)
Token('ID', 'p', line=2935, col=5)
Token('DOT', '.', line=2935, col=6)
Token('ID', 'x', line=2935, col=7)
Token('ASSIGN', '=', line=2935, col=9)
Token('ID', 'result', line=2935, col=11)
Token('SEMI', ';', line=2935, col=17)
Token('ID', 'p', line=2936, col=5)
Token('DOT', '.', line=2936, col=6)
Token('ID', 'y', line=2936, col=7)
Token('ASSIGN', '=', line=2936, col=9)
Token('ID', 'counter', line=2936, col=11)
Token('SEMI', ';', line=2936, col=18)
Token('ID', 'bool', line=2938, col=5)
Token('ID', 'flag', line=2938, col=10)
Token('ASSIGN', '=', line=2938, col=15)
Token('TRUE', 'true', line=2938, col=17)
Token('SEMI', ';', line=2938, col=21)
Token('IF', 'if', line=2939, col=5)
Token('LPAREN', '(', line=2939, col=8)
Token('NOT', '!', line=2939, col=9)
Token('ID', 'flag', line=2939, col=10)
Token('OR', '||', line=2939, col=15)
Token('ID', 'result', line=2939, col=18)
Token('EQ', '==', line=2939, col=25)
Token('NULL_KW', 'null', line=2939, col=28)
Token('RPAREN', ')', line=2939, col=32)
Token('LBRACE', '{', line=2939, col=34)
Token('RETURN', 'return', line=2940, col=9)
Token('INT_LIT', '0', line=2940, col=16)
Token('SEMI', ';', line=2940, col=17)
Token('RBRACE', '}', line=2941, col=5)
Token('T_INT', 'int', line=2943, col=5)
Token('ID', 'shifted', line=2943, col=9)
Token('ASSIGN', '=', line=2943, col=17)
Token('ID', 'x', line=2943, col=19)
Token('LSHIFT', '<<', line=2943, col=21)
Token('INT_LIT', '2', line=2943, col=24)
Token('SEMI', ';', line=2943, col=25)
Token('ID', 'shifted', line=2944, col=5)
Token('ASSIGN', '=', line=2944, col=13)
Token('ID', 'shifted', line=2944, col=15)
Token('RSHIFT', '>>', line=2944, col=23)
Token('INT_LIT', '1', line=2944, col=26)
Token('SEMI', ';', line=2944, col=27)
Token('RETURN', 'return', line=2946, col=5)
Token('ID', 'result', line=2946, col=12)
Token('SEMI', ';', line=2946, col=18)
Token('RBRACE', '}', line=2947, col=1)
Token('STRUCT', 'struct', line=2949, col=1)
Token('ID', 'Point', line=2949, col=8)
Token('LBRACE', '{', line=2949, col=14)
Token('T_INT', 'int', line=2950, col=5)
Token('ID', 'x', line=2950, col=9)
Token('SEMI', ';', line=2950, col=10)
Token('T_INT', 'int', line=2951, col=5)
Token('ID', 'y', line=2951, col=9)
Token('SEMI', ';', line=2951, col=10)
Token('RBRACE', '}', line=2952, col=1)
Token('SEMI', ';', line=2952, col=2)
Token('CONST', 'const', line=2954, col=1)
Token('T_FLOAT', 'float', line=2954, col=7)
Token('ID', 'PI', line=2954, col=13)
Token('ASSIGN', '=', line=2954, col=16)
Token('FLOAT_LIT', '3.14', line=2954, col=18)
Token('SEMI', ';', line=2954, col=22)
Token('T_INT', 'int', line=2955, col=1)
Token('ID', 'counter', line=2955, col=5)
Token('ASSIGN', '=', line=2955, col=13)
Token('INT_LIT', '0', line=2955, col=15)
Token('SEMI', ';', line=2955, col=16)
Token('T_INT', 'int', line=2956, col=1)
Token('ID', 'arr', line=2956, col=5)
Token('LBRACKET', '[', line=2956, col=8)
Token('INT_LIT', '10', line=2956, col=9)
Token('RBRACKET', ']', line=2956, col=11)
Token('SEMI', ';', line=2956, col=12)
Token('T_VOID', 'void', line=2958, col=1)
Token('ID', 'swap', line=2958, col=6)
Token('LPAREN', '(', line=2958, col=10)
Token('T_INT', 'int', line=2958, col=11)
Token('ID', 'a', line=2958, col=15)
Token('COMMA', ',', line=2958, col=16)
Token('T_INT', 'int', line=2958, col=18)
Token('ID', 'b', line=2958, col=22)
Token('RPAREN', ')', line=2958, col=23)
Token('LBRACE', '{', line=2958, col=25)
Token('T_INT', 'int', line=2959, col=5)
Token('ID', 'temp', line=2959, col=9)
Token('ASSIGN', '=', line=2959, col=14)
Token('ID', 'a', line=2959, col=16)
Token('SEMI', ';', line=2959, col=17)
Token('ID', 'a', line=2960, col=5)
Token('ASSIGN', '=', line=2960, col=7)
Token('ID', 'b', line=2960, col=9)
Token('SEMI', ';', line=2960, col=10)
Token('ID', 'b', line=2961, col=5)
Token('ASSIGN', '=', line=2961, col=7)
Token('ID', 'temp', line=2961, col=9)
Token('SEMI', ';', line=2961, col=13)
Token('RBRACE', '}', line=2962, col=1)
Token('T_INT', 'int', line=2964, col=1)
Token('ID', 'factorial', line=2964, col=5)
Token('LPAREN', '(', line=2964, col=14)
Token('T_INT', 'int', line=2964, col=15)
Token('ID', 'n', line=2964, col=19)
Token('RPAREN', ')', line=2964, col=20)
Token('LBRACE', '{', line=2964, col=22)
Token('IF', 'if', line=2965, col=5)
Token('LPAREN', '(', line=2965, col=8)
Token('ID', 'n', line=2965, col=9)
Token('LEQ', '<=', line=2965, col=11)
Token('INT_LIT', '1', line=2965, col=14)
Token('RPAREN', ')', line=2965, col=15)
Token('LBRACE', '{', line=2965, col=17)
Token('RETURN', 'return', line=2966, col=9)
Token('INT_LIT', '1', line=2966, col=16)
Token('SEMI', ';', line=2966, col=17)
Token('RBRACE', '}', line=2967, col=5)
Token('RETURN', 'return', line=2968, col=5)
Token('ID', 'n', line=2968, col=12)
Token('TIMES', '*', line=2968, col=14)
Token('ID', 'factorial', line=2968, col=16)
Token('LPAREN', '(', line=2968, col=25)
Token('ID', 'n', line=2968, col=26)
Token('MINUS', '-', line=2968, col=28)
Token('INT_LIT', '1', line=2968, col=30)
Token('RPAREN', ')', line=2968, col=31)
Token('SEMI', ';', line=2968, col=32)
Token('RBRACE', '}', line=2969, col=1)
Token('T_INT', 'int', line=2971, col=1)
Token('ID', 'main', line=2971, col=5)
Token('LPAREN', '(', line=2971, col=9)
Token('RPAREN', ')', line=2971, col=10)
Token('LBRACE', '{', line=2971, col=12)
Token('T_INT', 'int', line=2972, col=5)
Token('ID', 'x', line=2972, col=9)
Token('ASSIGN', '=', line=2972, col=11)
Token('HEX_LIT', '0xFF', line=2972, col=13)
Token('SEMI', ';', line=2972, col=17)
Token('T_INT', 'int', line=2973, col=5)
Token('ID', 'y', line=2973, col=9)
Token('ASSIGN', '=', line=2973, col=11)
Token('INT_LIT', '42', line=2973, col=13)
Token('SEMI', ';', line=2973, col=15)
Token('T_FLOAT', 'float', line=2974, col=5)
Token('ID', 'z', line=2974, col=11)
Token('ASSIGN', '=', line=2974, col=13)
Token('FLOAT_LIT', '1.5', line=2974, col=15)
Token('SEMI', ';', line=2974, col=18)
Token('FOR', 'for', line=2976, col=5)
Token('LPAREN', '(', line=2976, col=9)
Token('T_INT', 'int', line=2976, col=10)
Token('ID', 'i', line=2976, col=14)
Token('ASSIGN', '=', line=2976, col=16)
Token('INT_LIT', '0', line=2976, col=18)
Token('SEMI', ';', line=2976, col=19)
Token('ID', 'i', line=2976, col=21)
Token('LT', '<', line=2976, col=23)
Token('INT_LIT', '10', line=2976, col=25)
Token('SEMI', ';', line=2976, col=27)
Token('ID', 'i', line=2976, col=29)
